title,url,school,degree,pace,duration,languages,based,price
M.S. in Teaching and Inquiry,https://www.masterstudies.com/M.S.-in-Teaching-and-Inquiry/USA/NEIU/,Northeastern Illinois University,MSc,Full-time,2Years,English,Campus,
M.S.W. in Social Work,https://www.masterstudies.com/M.S.W.-in-Social-Work/USA/NEIU/,Northeastern Illinois University,Master,Full-time                                                     Part-time,1-4Years,English,Campus,
Master of Agricultural and Applied Economics (MAAE),https://www.masterstudies.com/Master-of-Agricultural-and-Applied-Economics-(MAAE)/USA/U-of-Illinois-Urbana-Champaign/,"University of Illinois at Urbana-Champaign - College of Agricultural, Consumer and Environmental Sciences",Master,Full-time,1-2Years,English,Campus,
Master's Degree in Crop Sciences,https://www.onlinestudies.com/Masters-Degree-in-Crop-Sciences/USA/U-of-Illinois-Urbana-Champaign/,"University of Illinois at Urbana-Champaign - College of Agricultural, Consumer and Environmental Sciences",Master,Full-time,1-3Years,English,Online,
MSc in Food Science and Human Nutrition,https://www.onlinestudies.com/MSc-in-Food-Science-and-Human-Nutrition/USA/U-of-Illinois-Urbana-Champaign/,"University of Illinois at Urbana-Champaign - College of Agricultural, Consumer and Environmental Sciences",MSc,Full-time,1-3Years,English,Online,
MSc in Natural Resources and Environmental Sciences,https://www.onlinestudies.com/MSc-in-Natural-Resources-and-Environmental-Sciences/USA/U-of-Illinois-Urbana-Champaign/,"University of Illinois at Urbana-Champaign - College of Agricultural, Consumer and Environmental Sciences",MSc,Full-time,2Years,English,Online,
Master of Dispute Resolution,https://www.masterstudies.com/Master-of-Dispute-Resolution/USA/Pepperdine-University-School-of-Law/,Pepperdine University School of Law,Master,Full-time                                                     Part-time,,English,Campus,
Master of Public Administration,https://www.onlinestudies.com/Master-of-Public-Administration/USA/University-of-New-Hampshire-Carsey-School-of-Public-Policy/,University of New Hampshire Carsey School of Public Policy,Master,Full-time                                                     Part-time,16Months,English,Online,
Master in Community Development,https://www.masterstudies.com/Master-in-Community-Development/USA/University-of-New-Hampshire-Carsey-School-of-Public-Policy/,University of New Hampshire Carsey School of Public Policy,Master,Full-time                                                     Part-time,14Months,English,Online,
MS in Finance (MSF),https://www.masterstudies.com/MS-in-Finance-(MSF)/USA/Gies-College-of-Business-at-the-University-of-Illinois-Urbana-Champaign/,Gies College of Business at the University of Illinois Urbana-Champaign,MSc,Full-time,15Months,English,Campus,
MS in Accountancy (MSA),https://www.masterstudies.com/MS-in-Accountancy-(MSA)/USA/Gies-College-of-Business-at-the-University-of-Illinois-Urbana-Champaign/,Gies College of Business at the University of Illinois Urbana-Champaign,MSc,Full-time,1Years,English,Campus,
MS in Business Analytics,https://www.masterstudies.com/MS-in-Business-Analytics/USA/Gies-College-of-Business-at-the-University-of-Illinois-Urbana-Champaign/,Gies College of Business at the University of Illinois Urbana-Champaign,MSc,Full-time,1Years,English,Campus,
MS in Management (MSM),https://www.masterstudies.com/MS-in-Management-(MSM)/USA/Gies-College-of-Business-at-the-University-of-Illinois-Urbana-Champaign/,Gies College of Business at the University of Illinois Urbana-Champaign,MSc,Full-time,1Years,English,Campus,
MS in Technology Management (MSTM),https://www.masterstudies.com/MS-in-Technology-Management-(MSTM)/USA/Gies-College-of-Business-at-the-University-of-Illinois-Urbana-Champaign/,Gies College of Business at the University of Illinois Urbana-Champaign,MSc,Full-time,1Years,English,Campus,
Master of Arts in TESOL / Bilingual Education,https://www.masterstudies.com/Master-of-Arts-in-TESOL-Bilingual-Education/USA/Univ-of-Findlay/,The University of Findlay,MA,Full-time,2Years,English,Campus,
Master of Product Design and Development Management,https://www.masterstudies.com/Master-of-Product-Design-and-Development-Management/USA/Northwestern-University-Master-of-Product-Design-and-Development-Management/,Northwestern University Master of Product Design and Development Management,Master,Full-time                                                     Part-time,9-24Months,English,Campus,
M.A. in Asia Pacific Studies,https://www.masterstudies.com/M.A.-in-Asia-Pacific-Studies/USA/USF-CA/,University of San Francisco - College of Arts & Sciences,MA,Full-time,2Years,English,Campus,
M.A. in International Studies,https://www.masterstudies.com/M.A.-in-International-Studies/USA/USF-CA/,University of San Francisco - College of Arts & Sciences,MA,Full-time,2Years,English,Campus,
M.A. in Museum Studies,https://www.masterstudies.com/M.A.-in-Museum-Studies/USA/USF-CA/,University of San Francisco - College of Arts & Sciences,Master,Full-time,16Months,English,Campus,
M.S. in Computer Science,https://www.masterstudies.com/M.S.-in-Computer-Science/USA/USF-CA/,University of San Francisco - College of Arts & Sciences,MSc,Full-time,2Years,English,Campus,
M.S. in Data Science,https://www.masterstudies.com/M.S.-in-Data-Science/USA/USF-CA/,University of San Francisco - College of Arts & Sciences,MSc,Full-time,1Years,English,Campus,
M.S. in Environmental Management,https://www.masterstudies.com/M.S.-in-Environmental-Management/USA/USF-CA/,University of San Francisco - College of Arts & Sciences,MSc,,2Years,English,Campus,
M.S. in International and Development Economics,https://www.masterstudies.com/M.S.-in-International-and-Development-Economics/USA/USF-CA/,University of San Francisco - College of Arts & Sciences,MSc,Full-time                                                     Part-time,2-3Years,English,Campus,
MA in Professional Communication,https://www.masterstudies.com/MA-in-Professional-Communication/USA/USF-CA/,University of San Francisco - College of Arts & Sciences,MA,Full-time,2Years,English,Online & Campus Combined,
MS in Finance (MSF),https://www.masterstudies.com/MS-in-Finance-(MSF)/USA/Gies-College-of-Business-at-the-University-of-Illinois-Urbana-Champaign/,Gies College of Business at the University of Illinois Urbana-Champaign,MSc,Full-time,15Months,English,Campus,
MS in Accountancy (MSA),https://www.masterstudies.com/MS-in-Accountancy-(MSA)/USA/Gies-College-of-Business-at-the-University-of-Illinois-Urbana-Champaign/,Gies College of Business at the University of Illinois Urbana-Champaign,MSc,Full-time,1Years,English,Campus,
MS in Business Analytics,https://www.masterstudies.com/MS-in-Business-Analytics/USA/Gies-College-of-Business-at-the-University-of-Illinois-Urbana-Champaign/,Gies College of Business at the University of Illinois Urbana-Champaign,MSc,Full-time,1Years,English,Campus,
MS in Management (MSM),https://www.masterstudies.com/MS-in-Management-(MSM)/USA/Gies-College-of-Business-at-the-University-of-Illinois-Urbana-Champaign/,Gies College of Business at the University of Illinois Urbana-Champaign,MSc,Full-time,1Years,English,Campus,
MS in Technology Management (MSTM),https://www.masterstudies.com/MS-in-Technology-Management-(MSTM)/USA/Gies-College-of-Business-at-the-University-of-Illinois-Urbana-Champaign/,Gies College of Business at the University of Illinois Urbana-Champaign,MSc,Full-time,1Years,English,Campus,
Master of Arts in TESOL / Bilingual Education,https://www.masterstudies.com/Master-of-Arts-in-TESOL-Bilingual-Education/USA/Univ-of-Findlay/,The University of Findlay,MA,Full-time,2Years,English,Campus,
Master of Product Design and Development Management,https://www.masterstudies.com/Master-of-Product-Design-and-Development-Management/USA/Northwestern-University-Master-of-Product-Design-and-Development-Management/,Northwestern University Master of Product Design and Development Management,Master,Full-time                                                     Part-time,9-24Months,English,Campus,
M.A. in Asia Pacific Studies,https://www.masterstudies.com/M.A.-in-Asia-Pacific-Studies/USA/USF-CA/,University of San Francisco - College of Arts & Sciences,MA,Full-time,2Years,English,Campus,
M.A. in International Studies,https://www.masterstudies.com/M.A.-in-International-Studies/USA/USF-CA/,University of San Francisco - College of Arts & Sciences,MA,Full-time,2Years,English,Campus,
M.A. in Museum Studies,https://www.masterstudies.com/M.A.-in-Museum-Studies/USA/USF-CA/,University of San Francisco - College of Arts & Sciences,Master,Full-time,16Months,English,Campus,
M.S. in Computer Science,https://www.masterstudies.com/M.S.-in-Computer-Science/USA/USF-CA/,University of San Francisco - College of Arts & Sciences,MSc,Full-time,2Years,English,Campus,
M.S. in Data Science,https://www.masterstudies.com/M.S.-in-Data-Science/USA/USF-CA/,University of San Francisco - College of Arts & Sciences,MSc,Full-time,1Years,English,Campus,
